Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,Read Count,Owned Copies,Book Title,Series Name,Series Number,Genre
60701439,Big Swiss,Jen Beagin,"Beagin, Jen",,"=""1982153083""","=""9781982153083""",0,3.68,Scribner,Hardcover,336.0,2023,2023.0,,2025/09/25,to-read,to-read (#262),to-read,0,0,Big Swiss,,,Fiction
44054122,Imagine Me,Tahereh Mafi,"Mafi, Tahereh",,"=""006267644X""","=""9780062676443""",0,4.01,HarperCollins,ebook,450.0,2020,2020.0,,2025/09/25,currently-reading,currently-reading (#5),currently-reading,1,0,Imagine Me,Shatter Me,6.0,Young Adult Fiction
43514655,Reveal Me,Tahereh Mafi,"Mafi, Tahereh",,"=""""","=""""",4,3.96,Storytide,Kindle Edition,112.0,2019,2019.0,2025/09/25,2025/09/25,,,read,1,0,Reveal Me,Shatter Me,5.5,Juvenile Fiction
222376601,Spread Me,Sarah Gailey,"Gailey, Sarah",,"=""1250387337""","=""9781250387332""",0,3.63,Tor Nightfire,Hardcover,208.0,2025,2025.0,,2025/09/25,to-read,to-read (#261),to-read,0,0,Spread Me,,,Fiction
201242757,You Like It Darker,Stephen        King,"King, Stephen",,"=""1668037718""","=""9781668037713""",0,4.2,Scribner,Hardcover,512.0,2024,2024.0,,2025/09/25,to-read,to-read (#260),to-read,0,0,You Like It Darker,,,Fiction
34992959,Defy Me,Tahereh Mafi,"Mafi, Tahereh",,"=""0062676393""","=""9780062676399""",5,4.27,HarperTeen,Hardcover,357.0,2019,2019.0,2025/09/24,2025/09/24,,,read,1,0,Defy Me,Shatter Me,5.0,Young Adult Fiction
40863452,Shadow Me,Tahereh Mafi,"Mafi, Tahereh",,"=""0062906267""","=""9780062906267""",4,3.96,HarperCollins,Kindle Edition,69.0,2019,2019.0,2025/09/23,2025/09/23,,,read,1,0,Shadow Me,Shatter Me,4.5,Young Adult Fiction
34992929,Restore Me,Tahereh Mafi,"Mafi, Tahereh",,"=""0062676369""","=""9780062676368""",4,4.14,HarperCollins,Hardcover,448.0,2018,2018.0,2025/09/23,2025/09/19,,,read,1,0,Restore Me,Shatter Me,4.0,Young Adult Fiction
122953929,Between Life and Death,Jaclyn Kot,"Kot, Jaclyn",,"=""1738702227""","=""9781738702220""",0,3.85,,Kindle Edition,463.0,2023,,,2025/09/21,to-read,to-read (#259),to-read,0,0,Between Life and Death,Between Life and Death,1.0,Fiction
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",5,4.22,"Little, Brown and Company",Hardcover,393.0,2018,2018.0,2025/04/11,2024/02/20,,,read,1,0,Circe,,,Fiction
7260188,Mockingjay,Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",0,4.12,Scholastic Press,Hardcover,390.0,2010,2010.0,2025/03/15,2024/02/01,,,read,2,0,Mockingjay,The Hunger Games,3.0,Juvenile Fiction
29901930,The Fisherman,John  Langan,"Langan, John",,"=""1939905214""","=""9781939905215""",0,3.86,Word Horde,Paperback,266.0,2016,2016.0,,2025/09/19,to-read,to-read (#258),to-read,0,0,The Fisherman,,,Fiction
13188676,Ignite Me,Tahereh Mafi,"Mafi, Tahereh",,"=""006208559X""","=""9780062085597""",5,4.45,HarperCollins ,Kindle Edition,408.0,2014,2014.0,2025/09/19,2025/09/17,,,read,1,0,Ignite Me,Shatter Me,3.0,Young Adult Fiction
17331518,Fracture Me,Tahereh Mafi,"Mafi, Tahereh",,"=""0062284835""","=""9780062284839""",4,3.34,HarperCollins,Kindle Edition,72.0,2013,2013.0,2025/09/17,2025/09/17,,,read,1,0,Fracture Me,Shatter Me,2.5,Young Adult Fiction
18089977,Unravel Me,Tahereh Mafi,"Mafi, Tahereh",,"=""0062085549""","=""9780062085542""",4,4.11,Storytide,Paperback,461.0,2013,2013.0,2025/09/17,2025/09/15,,,read,1,0,Unravel Me,Shatter Me,2.0,Juvenile Fiction
13623150,Destroy Me,Tahereh Mafi,"Mafi, Tahereh",,"=""0062208195""","=""9780062208194""",4,3.95,Harper,Kindle Edition,111.0,2012,2012.0,2025/09/15,2025/09/15,,,read,1,0,Destroy Me,Shatter Me,1.5,Young Adult Fiction
37642300,Shatter Me,Tahereh Mafi,"Mafi, Tahereh",,"=""""","=""""",4,3.84,HarperCollins,Kindle Edition,339.0,2017,2011.0,2025/09/15,2025/01/14,,,read,1,0,Shatter Me,Shatter Me,1.0,Young Adult Fiction
222818703,Spellcaster,Jaymin Eve,"Eve, Jaymin",,"=""1335472002""","=""9781335472007""",0,3.97,MIRA,Paperback,336.0,2025,2025.0,,2025/09/11,to-read,to-read (#257),to-read,0,0,Spellcaster,Weatherstone College,1.0,Fiction
209080212,The Long Walk,Richard  Bachman,"Bachman, Richard",Stephen        King,"=""""","=""""",3,4.05,Scribner,Kindle Edition,319.0,2016,1978.0,2025/09/10,2025/03/11,,,read,1,0,The Long Walk,,,Horror
40045986,The Last Letter,Rebecca Yarros,"Yarros, Rebecca",,"=""1640635335""","=""9781640635333""",4,4.5,Entangled: Amara,Paperback,426.0,2019,2019.0,2025/08/30,2025/08/26,,,read,1,0,The Last Letter,,,Fiction
200982373,Don't Let the Forest In,C.G. Drews,"Drews, C.G.",,"=""1250895669""","=""9781250895660""",0,4.09,Feiwel & Friends,Hardcover,336.0,2024,2024.0,,2025/08/28,to-read,to-read (#256),to-read,0,0,Don't Let the Forest In,,,Young Adult Fiction
222697645,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135210""","=""9780593135211""",5,4.5,Ballantine Books,Kindle Edition,482.0,2021,2021.0,2025/08/28,2024/06/13,,,read,1,0,Project Hail Mary,,,Science Fiction
222853872,The Fallen and the Kiss of Dusk,Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",5,4.05,,Kindle Edition,638.0,2025,2025.0,2025/08/25,2025/08/20,,,read,1,0,The Fallen and the Kiss of Dusk,Crowns of Nyaxia,4.0,Fantasy
221228062,House of the Beast,Michelle  Wong,"Wong, Michelle",,"=""0063446251""","=""9780063446250""",0,3.99,Harper Voyager,Hardcover,464.0,2025,2025.0,,2025/08/22,to-read,to-read (#255),to-read,0,0,House of the Beast,,,Fiction
220161171,Fearful,Lauren  Roberts,"Roberts, Lauren",,"=""166597107X""","=""9781665971072""",0,3.45,Simon & Schuster Books for Young Readers,Hardcover,224.0,2025,2025.0,,2025/08/21,to-read,to-read (#254),to-read,0,0,Fearful,The Powerless Trilogy,3.5,Young Adult Fiction
210134467,The Songbird & the Heart of Stone,Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",5,4.07,Bramble Romance,Kindle Edition,498.0,2024,2024.0,2025/08/20,2025/08/10,,,read,1,0,The Songbird & the Heart of Stone,Crowns of Nyaxia,3.0,Fantasy
56791389,Dungeon Crawler Carl,Matt Dinniman,"Dinniman, Matt",,"=""""","=""""",0,4.49,Dandy House,Kindle Edition,446.0,2020,2020.0,,2025/08/19,to-read,to-read (#253),to-read,0,0,Dungeon Crawler Carl,Dungeon Crawler Carl,1.0,Fantasy
209823382,Tell Me What You Did,Carter   Wilson,"Wilson, Carter",,"=""1464226229""","=""9781464226229""",0,3.73,Poisoned Pen Press,Paperback,420.0,2025,2025.0,,2025/08/15,to-read,to-read (#252),to-read,0,0,Tell Me What You Did,,,Fiction
58446227,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0593321448""","=""9780593321447""",0,4.06,Knopf,Hardcover,259.0,2022,2022.0,,2025/08/11,to-read,to-read (#251),to-read,0,0,Sea of Tranquility,,,Fiction
239937277,The Lion and the Deathless Dark,Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",0,4.58,,Kindle Edition,,2026,,,2025/08/11,to-read,to-read (#250),to-read,0,0,The Lion and the Deathless Dark,Crowns of Nyaxia,5.0,Fantasy
123368729,Slaying the Vampire Conqueror,Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",5,4.11,Amazon Digital Services,Kindle Edition,369.0,2023,2023.0,2025/08/10,2025/08/04,,,read,1,0,Slaying the Vampire Conqueror,,,Fantasy
37004370,The Memory Police,Yōko Ogawa,"Ogawa, Yōko",Stephen    Snyder,"=""1101870605""","=""9781101870600""",0,3.7,Pantheon,Hardcover,274.0,2019,1994.0,,2025/08/08,to-read,to-read (#249),to-read,0,0,The Memory Police,,,Fiction
217245572,Silver Elite,Dani Francis,"Francis, Dani",,"=""059387546X""","=""9780593875469""",0,4.09,Del Rey,Hardcover,516.0,2025,,,2025/08/08,to-read,to-read (#248),to-read,0,0,Silver Elite,Silver Elite,1.0,Romantasy
27189194,One True Loves,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",0,4.02,Washington Square Press,Kindle Edition,352.0,2016,2016.0,,2025/08/05,to-read,to-read (#247),to-read,0,0,One True Loves,,,Romance
62335396,The Ashes & the Star-Cursed King,Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",5,4.08,,Kindle Edition,626.0,2023,2023.0,2025/08/04,2025/07/28,,,read,1,0,The Ashes & the Star-Cursed King,Crowns of Nyaxia,2.0,Fantasy
208197094,A Liar's Twisted Tongue,Caroline Cusanelli,"Cusanelli, Caroline",,"=""""","=""9798990027800""",0,3.37,Caroline Cusanelli,Paperback,616.0,2025,,,2025/07/30,to-read,to-read (#246),to-read,0,0,A Liar's Twisted Tongue,The Fated Blood Trilogy,1.0,Young Adult Fiction
199743738,The Midnight Feast,Lucy Foley,"Foley, Lucy",,"=""0063003104""","=""9780063003101""",0,3.58,William Morrow,Hardcover,354.0,2024,2024.0,,2025/07/29,to-read,to-read (#245),to-read,0,0,The Midnight Feast,,,Mystery
58468990,The Paris Apartment,Lucy Foley,"Foley, Lucy",,"=""0063003058""","=""9780063003057""",0,3.65,William Morrow,Hardcover,360.0,2022,2022.0,,2025/07/29,to-read,to-read (#244),to-read,0,0,The Paris Apartment,,,Mystery
52656911,The Guest List,Lucy Foley,"Foley, Lucy",,"=""""","=""""",0,3.8,William Morrow,Kindle Edition,319.0,2020,2020.0,,2025/07/29,to-read,to-read (#243),to-read,0,0,The Guest List,,,Mystery
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,3.7,Penguin Books ,Paperback,182.0,1999,1954.0,,2025/07/29,to-read,to-read (#242),to-read,0,0,Lord of the Flies,,,Fiction
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",0,4.12,Knopf,Hardcover,401.0,2022,2022.0,,2025/07/28,to-read,to-read (#241),to-read,0,0,"Tomorrow, and Tomorrow, and Tomorrow",,,Fiction
123027751,Six Scorched Roses,Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",5,4.24,,Kindle Edition,187.0,2023,2023.0,2025/07/28,2025/07/28,,,read,1,0,Six Scorched Roses,Crowns of Nyaxia,1.5,Fantasy
223636650,Holy Wrath,Victoria Mier,"Mier, Victoria",,"=""""","=""""",0,4.17,,Kindle Edition,476.0,2025,2025.0,,2025/07/28,to-read,to-read (#240),to-read,0,0,Holy Wrath,,,Fantasy
60714999,The Serpent and the Wings of Night,Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",4,4.28,Independently Published,Kindle Edition,504.0,2022,2022.0,2025/07/27,2024/03/05,,,read,1,0,The Serpent and the Wings of Night,Crowns of Nyaxia,1.0,Fantasy
222946916,For Whom the Belle Tolls,Jaysea Lynn,"Lynn, Jaysea",,"=""""","=""9798991230506""",0,4.49,Jaysea Lynn Williams,Kindle Edition,695.0,2024,2025.0,,2025/07/25,to-read,to-read (#239),to-read,0,0,For Whom the Belle Tolls,Hell's Belles,1.0,Fiction
17674968,The Necromancer's House,Christopher Buehlman,"Buehlman, Christopher",,"=""0425256650""","=""9780425256657""",0,3.76,Ace,Hardcover,410.0,2013,2013.0,,2025/07/25,to-read,to-read (#238),to-read,0,0,The Necromancer's House,,,Fantasy fiction
49826643,Daughter of No Worlds,Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",0,4.02,,Kindle Edition,520.0,2020,2020.0,,2025/07/23,to-read,to-read (#237),to-read,0,0,Daughter of No Worlds,The War of Lost Hearts,1.0,Fantasy
33784346,The Last Wish,Andrzej Sapkowski,"Sapkowski, Andrzej",,"=""0316438960""","=""9780316438964""",0,4.14,Orbit,Paperback,320.0,2017,1993.0,,2024/01/29,to-read,to-read (#31),to-read,0,0,The Last Wish,The Witcher,0.5,Fantasy
216867498,The Lamb,Lucy   Rose,"Rose, Lucy",,"=""1399619713""","=""9781399619714""",0,3.82,W&N,Hardcover,336.0,2025,2025.0,,2025/07/08,to-read,to-read (#236),to-read,0,0,The Lamb,,,Fiction
62232755,Throne in the Dark,A.K. Caggiano,"Caggiano, A.K.",,"=""""","=""""",0,4.08,,Kindle Edition,459.0,2022,2022.0,,2025/06/30,to-read,to-read (#235),to-read,0,0,Throne in the Dark,Villains & Virtues,1.0,Fantasy
205435930,Bull Moon Rising,Ruby Dixon,"Dixon, Ruby",,"=""0593817028""","=""9780593817025""",0,3.92,Ace,Hardcover,432.0,2024,2024.0,,2025/05/29,to-read,to-read (#234),to-read,0,0,Bull Moon Rising,Royal Artifactual Guild,1.0,Fiction
217171544,Shield of Sparrows,Devney Perry,"Perry, Devney",,"=""1649378513""","=""9781649378514""",0,4.42,Entangled: Red Tower Books,Hardcover,528.0,2025,2025.0,,2025/05/29,to-read,to-read (#233),to-read,0,0,Shield of Sparrows,Shield of Sparrows,1.0,Fiction
63890424,The Stars Are Dying,C.C. Peñaranda,"Peñaranda, C.C.",,"=""1915534046""","=""9781915534040""",0,3.43,Lumarias Press,Kindle Edition,566.0,2023,2023.0,,2025/05/29,to-read,to-read (#232),to-read,0,0,The Stars Are Dying,Nytefall,1.0,Fiction
36512332,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""""","=""""",0,4.23,Mariner Books,ebook,219.0,2007,1966.0,,2024/05/23,currently-reading,currently-reading (#4),currently-reading,1,0,Flowers for Algernon,,,Science Fiction
17934530,Annihilation,Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104093""","=""9780374104092""",0,3.79,"Farrar, Straus and Giroux",Paperback,195.0,2014,2014.0,,2024/01/29,currently-reading,currently-reading (#3),currently-reading,1,0,Annihilation,Southern Reach,1.0,Science Fiction
32855689,You Should Have Left,Daniel Kehlmann,"Kehlmann, Daniel",DaNi,"=""1101871989""","=""9781101871980""",4,3.41,Vintage,Kindle Edition,113.0,2017,2016.0,2025/05/15,2025/03/12,,,read,1,0,You Should Have Left,,,Fiction
214907249,Fearless,Lauren  Roberts,"Roberts, Lauren",,"=""""","=""""",4,4.1,Simon & Schuster Children's UK,Kindle Edition,608.0,2025,2025.0,2025/05/08,2025/04/12,,,read,1,0,Fearless,The Powerless Trilogy,3.0,Romantasy
54698696,Meet Me in Another Life,Catriona Silvey,"Silvey, Catriona",,"=""0063020203""","=""9780063020207""",0,3.73,William Morrow,Hardcover,320.0,2021,2021.0,,2025/04/28,to-read,to-read (#231),to-read,0,0,Meet Me in Another Life,,,Fiction
36118682,Wicked Saints,Emily A. Duncan,"Duncan, Emily A.",,"=""1250195667""","=""9781250195661""",0,3.56,Wednesday Books,Hardcover,385.0,2019,2019.0,,2025/04/28,to-read,to-read (#230),to-read,0,0,Wicked Saints,Something Dark and Holy,1.0,Young Adult Fiction
40718386,The Passengers,John Marrs,"Marrs, John",,"=""1473558522""","=""9781473558526""",0,4.06,Ebury Digital,ebook,400.0,2019,2019.0,,2025/04/21,to-read,to-read (#229),to-read,0,0,The Passengers,,,Fiction
228665,The Eye of the World,Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",0,4.19,Tor Books,Mass Market Paperback,800.0,1990,1990.0,,2025/04/20,to-read,to-read (#228),to-read,0,0,The Eye of the World,The Wheel of Time,1.0,Fiction
112750,Darkfever,Karen Marie Moning,"Moning, Karen Marie",,"=""0385339151""","=""9780385339155""",0,4.05,Delacorte Press,Hardcover,309.0,2006,2006.0,,2025/04/18,to-read,to-read (#227),to-read,0,0,Darkfever,Fever,1.0,Romantasy
35155381,Song of the Forever Rains,E.J. Mellow,"Mellow, E.J.",,"=""1542026059""","=""""",0,3.93,Montlake,Kindle Edition,423.0,2021,2021.0,,2025/04/18,to-read,to-read (#226),to-read,0,0,Song of the Forever Rains,Mousai,1.0,Fantasy
53968496,The Prison Healer,Lynette Noni,"Noni, Lynette",,"=""0358434556""","=""9780358434559""",0,4.17,Clarion Books,Hardcover,416.0,2021,2021.0,,2025/04/18,to-read,to-read (#225),to-read,0,0,The Prison Healer,The Prison Healer,1.0,Young Adult Fiction
59479184,Nightshade,Keri Lake,"Lake, Keri",,"=""""","=""9798753529800""",0,3.98,Independently published,Paperback,676.0,2021,2021.0,,2025/04/18,to-read,to-read (#224),to-read,0,0,Nightshade,Nightshade,1.0,Man-woman relationships
211004124,Gifted & Talented,Olivie Blake,"Blake, Olivie",,"=""1250883407""","=""9781250883407""",0,3.56,Tor Books,Hardcover,512.0,2025,2025.0,,2025/04/18,to-read,to-read (#223),to-read,0,0,Gifted & Talented,,,Fiction
60880813,The Things We Do to Our Friends,Heather Darwent,"Darwent, Heather",,"=""0593497163""","=""9780593497166""",0,3.2,Bantam,Hardcover,336.0,2023,2023.0,,2025/04/18,to-read,to-read (#222),to-read,0,0,The Things We Do to Our Friends,,,Fiction
36530830,Daughters of the Lake,Wendy     Webb,"Webb, Wendy",,"=""1503956342""","=""9781503956346""",0,4.01,Lake Union Publishing,Kindle Edition,321.0,2018,2018.0,,2025/04/18,to-read,to-read (#221),to-read,0,0,Daughters of the Lake,,,FICTION
18509623,The Girl from the Well,Rin Chupeco,"Chupeco, Rin",,"=""140229218X""","=""9781402292187""",0,3.82,Sourcebooks Fire,Hardcover,267.0,2014,2014.0,,2025/04/17,to-read,to-read (#220),to-read,1,0,The Girl from the Well,The Girl from the Well,1.0,Young Adult Fiction
203840597,Powerful,Lauren  Roberts,"Roberts, Lauren",,"=""""","=""""",3,4.12,Simon & Schuster Children's UK,Kindle Edition,272.0,2024,2024.0,2025/04/17,2025/04/16,,,read,1,0,Powerful,The Powerless Trilogy,1.5,Romantasy
222953258,Depths of Vanalf,Brady Hunsaker,"Hunsaker, Brady",,"=""""","=""""",0,4.04,,Kindle Edition,446.0,2025,,,2025/04/16,to-read,to-read (#219),to-read,0,0,Depths of Vanalf,Grimnir Chronicles,1.0,Fantasy
40940649,I Am Legend,Richard Matheson,"Matheson, Richard",,"=""0795315635""","=""9780795315633""",3,4.05, RosettaBooks ,Kindle Edition,162.0,2011,1954.0,2025/04/12,2024/03/21,,,read,1,0,I Am Legend,,,Horror
209439468,The City in Glass,Nghi Vo,"Vo, Nghi",,"=""1250348277""","=""9781250348272""",0,3.71,Tordotcom,Hardcover,216.0,2024,2024.0,,2025/04/12,to-read,to-read (#218),to-read,0,0,The City in Glass,,,Fiction
14578407,Penpal,Dathan Auerbach,"Auerbach, Dathan",,"=""098554550X""","=""9780985545505""",0,3.86,1000Vultures,Paperback,242.0,2012,2012.0,,2025/04/11,to-read,to-read (#217),to-read,0,0,Penpal,,,Early memories
52028992,Negative Space,B.R. Yeager,"Yeager, B.R.",,"=""1733569456""","=""9781733569453""",0,3.7,Apocalypse Party,Paperback,364.0,2020,2020.0,,2025/04/11,to-read,to-read (#216),to-read,0,0,Negative Space,,,Motion pictures
199757490,Incidents Around the House,Josh Malerman,"Malerman, Josh",,"=""0593723120""","=""9780593723128""",0,3.59,Del Rey,Hardcover,367.0,2024,2024.0,,2025/04/11,to-read,to-read (#215),to-read,0,0,Incidents Around the House,,,Fiction
220772,Come Closer,Sara Gran,"Gran, Sara",,"=""0425210316""","=""9780425210314""",0,3.66,Berkley Trade,Paperback,194.0,2006,2003.0,,2025/04/11,to-read,to-read (#214),to-read,0,0,Come Closer,,,Demoniac possession
53285047,Bunny,Mona Awad,"Awad, Mona",,"=""0525559752""","=""9780525559757""",0,3.47,Penguin Books,Paperback,305.0,2020,2019.0,,2025/04/07,to-read,to-read (#213),to-read,0,0,Bunny,Bunny,1.0,Horror
61237041,The Foxglove King,Hannah F. Whitten,"Whitten, Hannah F.",,"=""031643499X""","=""9780316434997""",0,3.76,Orbit,Hardcover,467.0,2023,2023.0,,2025/04/05,to-read,to-read (#212),to-read,0,0,The Foxglove King,The Nightshade Crown,1.0,Romantasy
52397,Parable of the Sower,Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",0,4.2,Grand Central Publishing,Paperback,345.0,2000,1993.0,,2025/04/04,to-read,to-read (#211),to-read,0,0,Parable of the Sower,Earthseed,1.0,Dystopian
40698027,A Boy and His Dog at the End of the World,C.A. Fletcher,"Fletcher, C.A.",,"=""0316449458""","=""9780316449458""",0,4.15,Orbit,Hardcover,365.0,2019,2019.0,,2025/04/01,to-read,to-read (#210),to-read,0,0,A Boy and His Dog at the End of the World,,,Fiction
31451186,Borne,Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374115249""","=""9780374115241""",0,3.93,"MCD / Farrar, Straus and Giroux ",Hardcover,323.0,2017,2017.0,,2025/04/01,to-read,to-read (#209),to-read,0,0,Borne,Borne,1.0,Fiction
40864002,A Psalm for the Wild-Built,Becky Chambers,"Chambers, Becky",,"=""""","=""""",0,4.23,Tordotcom,ebook,151.0,2021,2021.0,,2025/04/01,to-read,to-read (#208),to-read,0,0,A Psalm for the Wild-Built,Monk & Robot,1.0,Science Fiction
210395729,Our Infinite Fates,Laura   Steven,"Steven, Laura",,"=""1250333881""","=""9781250333889""",0,3.68,Wednesday Books,Hardcover,352.0,2025,2025.0,,2025/04/01,to-read,to-read (#207),to-read,0,0,Our Infinite Fates,,,Young Adult Fiction
